CustomerID,Gender,Age,Annual Income ($),Spending Score (1-100),Profession,Work Experience,Family Size,ClusterGroup
32,Artist,-0.9819414502066202,-1.6720283204455126,0.7837352646239668,Doctor,1,2,2
33,Doctor,0.14451538282554863,-1.1264412011004576,-1.6831886089463297,Healthcare,1,3,2
34,Doctor,-1.0875467783033859,-1.060970746779051,1.4630331428534689,Homemaker,9,7,2
35,Artist,0.0037082786965275416,-0.4280896883387873,-1.3256634098781708,Lawyer,1,2,2
36,Artist,-0.9819414502066202,-0.3407957492435785,1.0697554238784939,Healthcare,3,4,2
37,Artist,-0.2427041535292594,-2.1084980159215565,-1.218405850157723,Doctor,5,1,2
38,Artist,-0.6651254659163227,-1.060970746779051,0.7837352646239668,Healthcare,1,5,2
39,Artist,-0.453914809722791,-2.217615439790568,-0.8966331709963802,Artist,8,2,2
40,Artist,-1.0171432262388753,-0.9082063533624357,0.8552403044375986,Artist,8,2,2
41,Artist,0.5669366952126119,-1.8684396834097325,-0.5748604918350371,Artist,4,1,2
42,Doctor,-0.8763361221098543,-0.5590305969816005,1.4630331428534689,Healthcare,0,2,2
43,Doctor,-0.03149349733572773,-1.9339101377311392,-0.5391079719282212,Artist,14,3,2
44,Artist,-0.6299236898840674,-1.6938518052193148,0.3547050257421761,Artist,1,2,2
45,Artist,0.0037082786965275416,-0.8427358990410291,-0.8251281311827483,Engineer,8,1,2
46,Artist,-0.8763361221098543,-2.3485563484333807,0.4977151053694397,Lawyer,4,2,2
47,Artist,0.03891005472878282,-1.279205594517073,0.14018990630128075,Artist,0,4,2
48,Artist,-0.7707307940130885,-0.8645593838148313,-0.1458302529532464,Healthcare,12,1,2
49,Artist,-0.700327241948578,-0.7117949903982159,-0.32459285248732583,Healthcare,0,4,2
50,Artist,-0.6299236898840674,-1.8684396834097325,-0.32459285248732583,Engineer,1,1,2
51,Artist,0.0037082786965275416,-0.49356014266019393,0.03293234658083308,Artist,1,2,2
52,Doctor,-0.5595201378195569,-0.2971487796959741,0.3189525058353602,Artist,1,2,2
53,Artist,-0.6299236898840674,-0.7990889294934247,0.10443738639446486,Artist,1,1,2
54,Doctor,0.3557260390190803,-0.9300298381362379,0.3189525058353602,Entertainment,0,2,2
55,Artist,0.03891005472878282,-2.021204076826348,-0.21733529276687819,Marketing,1,1,2
56,Doctor,-0.066695273367983,-0.3407957492435785,-0.36034537239414177,Artist,14,2,2
57,Artist,0.0741118307610381,-0.8645593838148313,-0.03857269323279871,Healthcare,9,4,2
58,Doctor,0.707743799341633,-2.2394389245643698,-0.18158277286006227,Doctor,8,2,2
59,Artist,-0.7707307940130885,-1.1700881706480621,-0.002820173325982817,Artist,1,3,2
60,Doctor,0.14451538282554863,-0.4717366578863917,-0.18158277286006227,Lawyer,1,6,2
61,Doctor,0.7429455753738883,-0.5808540817554027,0.17594242620809664,Artist,0,2,2
62,Doctor,-1.0523450022711307,-1.3228525640646775,0.14018990630128075,Artist,9,2,2
63,Artist,0.6373402472771225,-1.3228525640646775,0.03293234658083308,Lawyer,0,3,2
64,Artist,0.17971715885780393,-1.3664995336122818,0.28319998592854434,Lawyer,1,2,2
65,Doctor,0.4965331431481014,-1.0391472620052489,-0.002820173325982817,Lawyer,7,2,2
66,Doctor,-1.0875467783033859,-2.217615439790568,0.28319998592854434,Entertainment,0,2,2
67,Artist,-0.2075023774970041,-2.3485563484333807,-0.03857269323279871,Doctor,0,2,2
68,Artist,0.6725420233093777,-0.6245010513030071,-0.1100777330464305,Artist,8,4,2
69,Doctor,-1.0523450022711307,-0.6463245360768093,0.28319998592854434,Artist,0,4,2
70,Artist,-0.5947219138518122,-0.2971487796959741,-0.1458302529532464,Homemaker,2,2,2
71,Doctor,0.7429455753738883,-0.4280896883387873,0.14018990630128075,Healthcare,8,2,2
72,Artist,-0.066695273367983,-2.217615439790568,-0.32459285248732583,Entertainment,8,2,2
73,Artist,0.39092781505133556,-1.4537934727074906,-0.0743252131396146,Artist,0,5,2
74,Artist,0.39092781505133556,-2.1957919550167655,0.17594242620809664,Healthcare,8,4,2
75,Doctor,0.3557260390190803,-0.4717366578863917,-0.1458302529532464,Artist,0,4,2
76,Doctor,-0.8059325700453438,-1.3446760488384797,0.10443738639446486,Homemaker,0,3,2
77,Artist,-0.13709882543249355,-0.9518533229100401,0.06868486648764897,Doctor,0,2,2
78,Doctor,-0.31310770559376994,-0.2535018101483697,-0.1100777330464305,Artist,4,3,2
79,Artist,-0.9115378981421096,-0.2971487796959741,0.03293234658083308,Engineer,2,2,2
81,Doctor,0.28532248695456974,-1.279205594517073,-0.002820173325982817,Healthcare,0,4,2
82,Doctor,-0.3835112576582805,-1.0827942315528534,0.14018990630128075,Healthcare,6,3,2
83,Doctor,0.6373402472771225,0.20479137010147647,-0.36034537239414177,Artist,8,1,2
84,Artist,-0.10189704940023828,-1.6720283204455126,-0.25308781267369407,Entertainment,8,4,2
85,Artist,-0.9819414502066202,-1.8902631681835347,0.21169494611491255,Marketing,1,3,2
86,Doctor,-0.03149349733572773,-1.7374987747669193,-0.18158277286006227,Healthcare,7,5,2
87,Artist,0.2149189348900592,-2.173968470242963,0.24744746602172843,Artist,0,3,2
88,Artist,-0.9467396741743649,-1.2137351401956664,0.14018990630128075,Artist,5,2,2
89,Artist,-0.5243183617873016,-0.7554419599458203,0.3189525058353602,Entertainment,7,3,2
90,Artist,0.03891005472878282,-1.1919116554218643,-0.18158277286006227,Doctor,0,2,2
91,Artist,0.6725420233093777,-1.4101465031598863,0.14018990630128075,Entertainment,0,3,2
92,Doctor,-1.0875467783033859,-1.6283813508979084,-0.36034537239414177,Artist,1,4,2
93,Doctor,-0.03149349733572773,-0.49356014266019393,-0.0743252131396146,Artist,1,2,2
94,Artist,-0.31310770559376994,-1.7374987747669193,-0.39609789230095765,Entertainment,1,2,2
95,Artist,-0.5947219138518122,-1.8902631681835347,-0.32459285248732583,Artist,0,1,2
96,Doctor,-0.8763361221098543,-0.6681480208506115,0.03293234658083308,Artist,10,1,2
97,Artist,-0.066695273367983,-2.370379833207183,-0.1458302529532464,Artist,0,1,2
98,Artist,-0.7707307940130885,-0.9518533229100401,-0.03857269323279871,Artist,0,2,2
99,Doctor,-0.03149349733572773,-1.14826468587426,-0.32459285248732583,Doctor,1,2,2
100,Doctor,-1.0171432262388753,-0.6681480208506115,-0.0743252131396146,Engineer,3,3,2
101,Artist,-0.9115378981421096,-0.9955002924576445,-0.36034537239414177,Artist,0,4,2
102,Artist,0.0037082786965275416,-2.3267328636595788,-0.1100777330464305,Executive,1,7,2
103,Doctor,0.6373402472771225,-0.2753252949221719,0.28319998592854434,Artist,0,3,2
104,Doctor,-0.8059325700453438,-1.279205594517073,0.14018990630128075,Executive,0,5,2
105,Doctor,0.0037082786965275416,-0.5372071122077983,0.17594242620809664,Healthcare,10,2,2
106,Artist,-0.9819414502066202,-0.6245010513030071,-0.32459285248732583,Doctor,1,2,2
107,Artist,0.6021384712448672,-1.475616957481293,-0.03857269323279871,Homemaker,3,2,2
108,Doctor,0.17971715885780393,-0.7117949903982159,-0.18158277286006227,Lawyer,1,1,2
109,Doctor,0.6725420233093777,-2.130321500695359,-0.28884033258050995,Healthcare,6,5,2
110,Doctor,0.6021384712448672,-2.130321500695359,-0.1100777330464305,Healthcare,9,3,2
111,Doctor,0.5669366952126119,-1.6720283204455126,0.03293234658083308,Entertainment,4,4,2
112,Artist,-1.0523450022711307,-1.8684396834097325,0.10443738639446486,Artist,0,1,2
113,Artist,-0.3835112576582805,-0.8645593838148313,-0.32459285248732583,Doctor,1,5,2
114,Doctor,-1.0523450022711307,-2.370379833207183,-0.18158277286006227,Artist,1,1,2
115,Artist,-1.0875467783033859,-0.2971487796959741,-0.1100777330464305,Executive,0,3,2
116,Artist,-1.0523450022711307,-1.3010290792908752,-0.03857269323279871,Executive,8,4,2
117,Artist,0.4965331431481014,-2.217615439790568,-0.28884033258050995,Lawyer,1,1,2
118,Artist,0.0037082786965275416,-0.6899715056244137,0.28319998592854434,Artist,0,2,2
120,Artist,0.03891005472878282,-0.5153836274339961,0.21169494611491255,Artist,1,2,2
121,Doctor,-0.7707307940130885,-1.6283813508979084,0.17594242620809664,Executive,0,3,2
122,Artist,-0.3835112576582805,-1.3228525640646775,-0.39609789230095765,Executive,1,4,2
123,Artist,-0.31310770559376994,-0.2971487796959741,0.24744746602172843,Engineer,9,4,2
124,Doctor,-0.3483094816260252,-2.2830858941119745,1.4272806229466528,Healthcare,1,3,2
125,Artist,-0.9115378981421096,-2.152144985469161,-0.7893756112759325,Entertainment,9,2,2
126,Artist,-0.6299236898840674,-1.4101465031598863,0.9267453442512303,Marketing,1,2,2
127,Doctor,-0.2075023774970041,-0.4717366578863917,-0.5748604918350371,Engineer,0,7,2
128,Doctor,-0.31310770559376994,-2.3267328636595788,1.5702907025739166,Artist,0,2,2
129,Doctor,0.3557260390190803,-1.5847343813503039,-1.4329209695986185,Engineer,0,2,2
130,Doctor,-0.3835112576582805,-1.0173237772314467,0.8552403044375986,Entertainment,8,5,2
131,Doctor,-0.066695273367983,-0.9736768076838423,-1.5044260094122504,Executive,9,5,2
132,Doctor,-0.3483094816260252,-1.8466161986359302,0.8552403044375986,Lawyer,0,2,2
133,Artist,-0.8411343460775991,-1.5192639270288972,-0.610613011741853,Healthcare,6,4,2
134,Artist,-0.6299236898840674,-1.4319699879336885,0.712230224810335,Artist,5,1,2
135,Doctor,-1.0171432262388753,-0.4717366578863917,-1.6474360890395139,Engineer,1,2,2
136,Artist,-0.700327241948578,-0.4062662035649851,1.320023063226205,Executive,5,5,2
137,Artist,-0.17230060146474882,-0.7554419599458203,-1.575931049225882,Artist,5,2,2
138,Doctor,-0.5947219138518122,-0.5590305969816005,0.7837352646239668,Artist,3,4,2
139,Doctor,-1.0523450022711307,-1.9339101377311392,-1.4686734895054345,Marketing,8,4,2
140,Artist,-0.4891165857550463,-2.0866745311477546,0.747982744717151,Artist,4,4,2
141,Artist,0.28532248695456974,-1.7156752899931171,-1.6474360890395139,Engineer,0,2,2
142,Doctor,-0.5947219138518122,-0.9736768076838423,1.4987856627602847,Artist,0,5,2
143,Artist,-0.7355290179808333,-1.060970746779051,-0.39609789230095765,Doctor,5,3,2
144,Artist,-0.5947219138518122,-0.5590305969816005,1.2842705433193893,Lawyer,1,2,2
145,Doctor,-0.8411343460775991,-0.8645593838148313,-1.3971684496918026,Engineer,0,5,2
146,Doctor,-0.7355290179808333,-1.8466161986359302,1.6417957423875482,Marketing,8,5,2
147,Doctor,-0.03149349733572773,-1.279205594517073,-0.5391079719282212,Engineer,9,2,2
148,Artist,-0.5947219138518122,-1.5847343813503039,0.8194877845307827,Lawyer,1,1,2
149,Artist,-0.5243183617873016,-1.3010290792908752,-1.0396432506236437,Healthcare,7,4,2
150,Doctor,-0.5243183617873016,-0.4499131731125895,1.391528103039837,Artist,6,3,2
151,Doctor,-0.2075023774970041,-1.7593222595407214,-1.218405850157723,Lawyer,0,9,2
152,Doctor,-0.3483094816260252,-1.5192639270288972,1.320023063226205,Engineer,0,1,2
153,Artist,-0.17230060146474882,-2.04302756160015,-1.1111482904372756,Engineer,0,2,2
154,Artist,-0.3835112576582805,-0.4062662035649851,0.8909928243444145,Artist,2,2,2
155,Artist,-0.066695273367983,-0.6681480208506115,-1.2541583700645391,Healthcare,0,4,2
156,Artist,-0.7707307940130885,-2.1957919550167655,1.3557755831330212,Marketing,8,4,2
157,Doctor,-0.41871303369053575,-2.0648510463739522,-1.7904461686667774,Executive,1,1,2
158,Artist,-0.6651254659163227,-0.5153836274339961,0.9624978641580463,Artist,3,4,2
159,Doctor,-0.5243183617873016,-0.9736768076838423,-1.7904461686667774,Lawyer,1,2,2
160,Artist,-0.6651254659163227,-0.5372071122077983,0.7837352646239668,Artist,3,3,2
161,Artist,0.25012071092231447,-2.217615439790568,-0.5748604918350371,Artist,1,1,2
162,Artist,-0.700327241948578,-1.3228525640646775,1.1412604636921257,Healthcare,1,5,2
163,Doctor,-1.0523450022711307,-1.6502048356717105,-1.6474360890395139,Executive,0,5,2
164,Artist,-0.6299236898840674,-1.14826468587426,1.4987856627602847,Healthcare,1,5,2
165,Doctor,0.03891005472878282,-1.3883230183860842,-0.8966331709963802,Doctor,0,2,2
166,Artist,-0.453914809722791,-1.2355586249694688,0.8552403044375986,Artist,5,3,2
167,Doctor,-0.2427041535292594,-0.6899715056244137,-1.1111482904372756,Homemaker,9,3,2
168,Artist,-0.5595201378195569,-0.6026775665292049,1.5702907025739166,Artist,0,5,2
169,Artist,-0.453914809722791,-1.1700881706480621,-0.8608806510895642,Artist,0,3,2
170,Doctor,-0.5947219138518122,-2.4140268027547873,0.42621006555580787,Artist,2,2,2
171,Doctor,-0.31310770559376994,-0.9082063533624357,-1.3614159297849868,Artist,3,5,2
172,Doctor,-0.7355290179808333,-2.3267328636595788,0.8552403044375986,Executive,0,2,2
173,Doctor,-0.453914809722791,-0.6899715056244137,-1.4686734895054345,Lawyer,0,2,2
174,Doctor,-0.453914809722791,-0.2535018101483697,1.4630331428534689,Artist,5,2,2
175,Artist,0.10931360679329337,-1.9775571072787435,-1.3614159297849868,Lawyer,0,2,2
176,Artist,-0.6651254659163227,-1.802969229088326,1.2485180234125735,Artist,3,4,2
177,Doctor,0.320524262986825,-1.7811457443145238,-1.289910889971355,Engineer,11,1,2
178,Doctor,-0.7707307940130885,-1.4319699879336885,0.6407251849967033,Healthcare,2,6,2
179,Doctor,0.3557260390190803,-0.5372071122077983,-1.3256634098781708,Healthcare,4,3,2
180,Doctor,-0.4891165857550463,-1.497440442255095,1.391528103039837,Engineer,8,1,2
181,Artist,-0.41871303369053575,-1.1264412011004576,-0.6821180515554848,Artist,7,2,2
182,Artist,-0.5947219138518122,-1.0827942315528534,1.2485180234125735,Entertainment,7,5,2
183,Doctor,-0.10189704940023828,-2.173968470242963,-1.289910889971355,Artist,7,1,2
184,Artist,-0.700327241948578,-0.9736768076838423,1.320023063226205,Artist,4,4,2
185,Artist,-0.27790592956151466,-1.5629108965765017,-0.43185041220777354,Artist,1,1,2
186,Doctor,-0.6651254659163227,-0.8427358990410291,1.6417957423875482,Artist,6,2,2
187,Artist,0.17971715885780393,-2.1084980159215565,-0.968138210810012,Lawyer,1,2,2
188,Doctor,-0.7355290179808333,-1.4537934727074906,0.6049726650898873,Doctor,5,3,2
189,Artist,-0.27790592956151466,-0.7554419599458203,-1.218405850157723,Engineer,8,2,2
190,Artist,-0.453914809722791,-0.3407957492435785,1.2127655035057576,Artist,4,2,2
191,Artist,-0.5243183617873016,-0.4062662035649851,-1.0038907307168279,Artist,5,3,2
192,Artist,-0.5947219138518122,-0.2753252949221719,0.6407251849967033,Artist,8,2,2
193,Doctor,-0.5595201378195569,-0.31897226446977633,-1.5401785293190662,Executive,9,2,2
194,Artist,-0.3835112576582805,-1.4319699879336885,1.4272806229466528,Artist,10,4,2
195,Artist,-0.066695273367983,-2.2394389245643698,-1.2541583700645391,Artist,7,2,2
196,Artist,-0.4891165857550463,-1.4101465031598863,0.9982503840648622,Executive,1,3,2
197,Artist,-0.13709882543249355,-0.7117949903982159,-0.8251281311827483,Artist,0,2,2
198,Doctor,-0.5947219138518122,-2.3267328636595788,0.8194877845307827,Artist,1,5,2
199,Doctor,-0.5947219138518122,-0.6463245360768093,-1.1826533302509072,Executive,1,2,2
200,Doctor,-0.6651254659163227,-1.6938518052193148,1.1412604636921257,Artist,4,2,2
201,Artist,-0.9819414502066202,-1.5410874118026996,-1.4686734895054345,Healthcare,0,3,2
202,Doctor,-0.5243183617873016,-0.5590305969816005,-1.2541583700645391,Healthcare,9,3,2
203,Artist,-1.1579503303678966,-1.1046177163266555,-1.8261986885735932,Engineer,6,8,2
204,Artist,0.9541562315674199,-1.1046177163266555,-0.43185041220777354,Healthcare,4,2,2
205,Artist,0.4613313671158461,-1.0391472620052489,0.28319998592854434,Entertainment,0,2,2
206,Artist,0.4965331431481014,-2.1957919550167655,0.03293234658083308,Healthcare,8,3,2
207,Artist,-1.0523450022711307,-1.2137351401956664,0.3547050257421761,Healthcare,0,3,2
208,Doctor,-0.10189704940023828,-0.3844427187911829,-1.3971684496918026,Artist,2,1,2
209,Artist,-0.03149349733572773,-2.0866745311477546,-1.575931049225882,Doctor,0,2,2
210,Artist,1.094963335696441,-1.5629108965765017,-0.6463655316486688,Engineer,9,4,2
211,Artist,-1.6859769708517256,-1.1700881706480621,1.4987856627602847,Engineer,1,2,2
212,Artist,-1.721178746883981,-1.9339101377311392,1.4630331428534689,Artist,2,1,2
213,Doctor,1.3061739918899726,-2.152144985469161,0.6764777049035191,Marketing,2,4,2
214,Doctor,0.0037082786965275416,-1.3228525640646775,1.10550794378531,Lawyer,8,1,2
215,Doctor,-0.03149349733572773,-0.3407957492435785,0.6049726650898873,Doctor,2,4,2
216,Artist,-0.10189704940023828,-0.9736768076838423,0.6764777049035191,Healthcare,3,3,2
217,Doctor,1.0597615596641858,-1.9775571072787435,-0.39609789230095765,Doctor,6,2,2
218,Artist,1.200568663793207,-1.6502048356717105,1.71330078220118,Doctor,8,2,2
219,Artist,0.6021384712448672,-0.8645593838148313,-0.610613011741853,Executive,9,2,2
221,Artist,-0.3483094816260252,-0.5808540817554027,-0.6463655316486688,Artist,5,3,2
222,Artist,1.6229899761802702,-0.8427358990410291,-0.002820173325982817,Engineer,4,2,2
223,Doctor,-0.2075023774970041,-1.6938518052193148,0.14018990630128075,Artist,4,3,2
224,Artist,1.5525864241157596,-0.3844427187911829,-0.5033554520214053,Healthcare,1,5,2
225,Artist,-0.31310770559376994,-0.6026775665292049,-0.1100777330464305,Homemaker,4,1,2
226,Artist,1.0245597836319305,-1.9120866529573368,-1.5401785293190662,Engineer,1,1,2
227,Artist,-0.8411343460775991,-1.5410874118026996,0.9267453442512303,Artist,5,4,2
228,Doctor,0.9541562315674199,-0.4717366578863917,1.2485180234125735,Healthcare,9,4,2
229,Doctor,-1.721178746883981,-1.6938518052193148,0.4619625854626238,Marketing,1,1,2
230,Doctor,-1.1931521064001518,-0.3626192340173807,-0.7536230913691165,Healthcare,7,2,2
231,Artist,-1.5099680906904493,-0.3844427187911829,0.06868486648764897,Lawyer,8,2,2
232,Doctor,1.235770439825462,-2.261262409338172,-0.8251281311827483,Healthcare,0,4,2
233,Artist,0.6373402472771225,-2.021204076826348,1.320023063226205,Lawyer,0,2,2
234,Artist,1.0245597836319305,-2.3485563484333807,-1.3256634098781708,Healthcare,0,4,2
235,Artist,-1.58037164275496,-0.5808540817554027,0.10443738639446486,Artist,9,1,2
236,Artist,-0.700327241948578,-1.060970746779051,-0.610613011741853,Healthcare,0,4,2
237,Doctor,1.482182872051249,-2.217615439790568,1.6060432224807324,Healthcare,1,5,2
239,Doctor,0.2149189348900592,-1.606557866124106,0.8194877845307827,Lawyer,1,4,2
240,Artist,-1.2283538824324072,-1.3228525640646775,-1.4329209695986185,Artist,1,2,2
241,Doctor,1.5173846480835043,-0.6026775665292049,-1.2541583700645391,Executive,1,5,2
242,Artist,0.5669366952126119,-0.6899715056244137,-1.218405850157723,Artist,0,3,2
243,Artist,1.235770439825462,-1.5410874118026996,-1.3256634098781708,Healthcare,1,4,2
244,Artist,0.9893580075996752,-1.3883230183860842,0.24744746602172843,Artist,0,6,2
245,Artist,0.14451538282554863,-2.3267328636595788,-1.1111482904372756,Artist,0,4,2
246,Artist,-0.7355290179808333,-1.5847343813503039,0.8552403044375986,Entertainment,7,2,2
247,Doctor,-0.9115378981421096,-2.4140268027547873,1.6060432224807324,Doctor,1,3,2
248,Artist,-0.5947219138518122,-2.261262409338172,-1.2541583700645391,Artist,1,2,2
249,Artist,-0.41871303369053575,-1.5192639270288972,-1.7546936487599616,Artist,1,2,2
250,Artist,1.4117793199867386,-0.9955002924576445,-1.8261986885735932,Engineer,0,5,2
251,Doctor,1.094963335696441,-1.9775571072787435,1.4987856627602847,Engineer,1,3,2
252,Artist,-0.7707307940130885,-1.4537934727074906,0.4977151053694397,Doctor,8,1,2
253,Artist,1.0245597836319305,-2.3485563484333807,-1.3256634098781708,Artist,5,4,2
254,Artist,1.3061739918899726,-0.8427358990410291,-1.3614159297849868,Lawyer,7,3,2
255,Artist,-0.10189704940023828,-1.824792713862128,-0.6821180515554848,Engineer,4,4,2
256,Doctor,0.3557260390190803,-0.5590305969816005,-0.0743252131396146,Lawyer,4,2,2
257,Doctor,-1.2987574344969177,-1.5847343813503039,-1.1826533302509072,Executive,10,1,2
258,Doctor,1.0597615596641858,-0.8209124142672269,1.6060432224807324,Homemaker,6,7,2
259,Artist,1.0597615596641858,-1.0173237772314467,0.4619625854626238,Artist,2,3,2
260,Doctor,-0.8059325700453438,-1.8466161986359302,0.3189525058353602,Executive,6,4,2
261,Artist,0.4965331431481014,-1.3883230183860842,-1.2541583700645391,Artist,2,3,2
262,Artist,0.10931360679329337,-1.6502048356717105,1.2127655035057576,Doctor,2,6,2
263,Artist,-0.5947219138518122,-1.7374987747669193,-0.968138210810012,Lawyer,2,3,2
264,Artist,0.5317349191803566,-2.130321500695359,-0.4676029321145894,Engineer,3,4,2
265,Artist,-0.41871303369053575,-0.6899715056244137,-1.4686734895054345,Homemaker,1,7,2
266,Doctor,-1.474766314658194,-0.6245010513030071,-0.43185041220777354,Entertainment,2,2,2
267,Artist,-0.31310770559376994,-1.802969229088326,0.6049726650898873,Artist,1,1,2
268,Artist,1.0245597836319305,-1.6283813508979084,0.9982503840648622,Artist,0,3,2
269,Artist,-0.5243183617873016,-2.2394389245643698,0.8909928243444145,Entertainment,6,6,2
270,Artist,0.10931360679329337,-0.49356014266019393,-0.43185041220777354,Artist,1,2,2
271,Doctor,1.5877882001480148,-0.4280896883387873,-0.5391079719282212,Entertainment,0,4,2
272,Artist,-1.6859769708517256,-2.152144985469161,1.10550794378531,Doctor,0,3,2
273,Artist,1.6581917522125253,-2.3922033179809854,0.8909928243444145,Entertainment,0,3,2
274,Artist,-1.0875467783033859,0.706731519898927,1.71330078220118,Artist,0,2,2
275,Artist,-0.41871303369053575,-2.021204076826348,0.21169494611491255,Artist,1,2,2
276,Doctor,1.0245597836319305,-0.9955002924576445,1.3557755831330212,Lawyer,1,2,2
277,Doctor,-1.1579503303678966,-2.217615439790568,1.320023063226205,Executive,7,4,2
278,Doctor,1.5525864241157596,-0.3407957492435785,-1.0753957705304595,Artist,1,1,2
279,Artist,0.8837526795029094,-0.7117949903982159,-1.3971684496918026,Engineer,9,3,2
280,Doctor,0.6725420233093777,-1.3664995336122818,0.7837352646239668,Healthcare,3,3,2
281,Artist,-0.5947219138518122,-1.0391472620052489,1.2842705433193893,Executive,1,4,2
282,Artist,-0.2075023774970041,-0.5590305969816005,0.42621006555580787,Marketing,1,2,2
283,Artist,0.10931360679329337,-1.475616957481293,0.24744746602172843,Artist,1,3,2
284,Artist,0.4965331431481014,-0.7990889294934247,-1.1111482904372756,Artist,1,2,2
285,Artist,-0.5595201378195569,-0.9518533229100401,-1.4329209695986185,Healthcare,0,1,2
286,Doctor,1.3061739918899726,-1.1264412011004576,-0.39609789230095765,Artist,0,1,2
287,Artist,1.2709722158577175,0.6412610655775205,1.1770129835989416,Entertainment,1,1,2
288,Artist,0.8485509034706541,-1.7374987747669193,-0.1458302529532464,Healthcare,1,2,2
289,Artist,-0.9819414502066202,-2.3049093788857764,1.4272806229466528,Marketing,0,1,2
290,Artist,1.5525864241157596,-1.9993805920525456,0.24744746602172843,Engineer,1,3,2
291,Doctor,-1.4043627625936834,-1.824792713862128,0.390457545648992,Entertainment,7,1,2
292,Artist,-1.3691609865614283,-0.9300298381362379,1.034002903971678,Doctor,6,3,2
293,Doctor,-1.3339592105291729,-1.5847343813503039,0.5334676252762556,Artist,8,8,2
294,Artist,-0.03149349733572773,-1.3228525640646775,-0.5391079719282212,Engineer,6,4,2
295,Artist,0.8485509034706541,-0.6681480208506115,0.7837352646239668,Entertainment,2,2,2
296,Artist,0.6021384712448672,-0.9082063533624357,-0.28884033258050995,Executive,9,3,2
297,Artist,1.0597615596641858,-1.7374987747669193,1.4272806229466528,Engineer,3,3,2
298,Doctor,0.4613313671158461,-0.5153836274339961,-0.36034537239414177,Doctor,6,2,2
299,Doctor,-1.1227485543356412,-0.6899715056244137,-1.2541583700645391,Artist,1,3,2
300,Doctor,-0.5947219138518122,-1.7156752899931171,1.2485180234125735,Entertainment,5,2,2
301,Doctor,1.2709722158577175,0.9421414501539314,1.749053302107996,Entertainment,3,3,2
302,Doctor,-0.6299236898840674,-0.3222239637010728,-1.2541583700645391,Healthcare,5,2,2
303,Artist,-0.6299236898840674,0.7507058417181385,0.7837352646239668,Healthcare,6,3,2
304,Artist,-0.3835112576582805,0.8276118020610175,-1.575931049225882,Healthcare,5,2,2
